ID;weight;height;age;dateOfBirth;fullName;gender;smoking;drinking
BTIXY4WB;85;186;9;2009-01-25;t o;MALE;Yes;No
8UKDX31B;89;199;43;1975-01-02;b o;FEMALE;Yes;No
ICALMYDX;59;166;75;1942-10-24;k l;MALE;No;Yes
B2FRZA2E;93;193;10;2007-04-22;b l;FEMALE;Yes;Yes
60BUZ6XJ;78;177;25;1992-09-08;c g;FEMALE;No;No
5A6PLJVK;73;163;17;2000-04-19;a l;FEMALE;Yes;No
1E233ZVZ;56;168;51;1966-10-14;a g;FEMALE;No;No
LCU1NWE9;60;187;38;1979-06-23;a g;FEMALE;Yes;Yes
L9UTYAM8;84;195;49;1968-03-23;j o;MALE;No;No
N120M8V6;40;166;35;1982-06-17;a g;FEMALE;Yes;No
4B4BTB12;98;186;42;1975-07-13;k l;MALE;Yes;No
D8EBSC7T;90;195;24;1993-08-24;c o;FEMALE;No;Yes
PZQQZ9U3;100;195;47;1970-09-24;c l;FEMALE;Yes;Yes
BW7YH44W;67;163;69;1949-02-10;c l;FEMALE;Yes;No
U3KLZ5ZQ;76;163;37;1980-11-11;t g;MALE;No;No
OTS6G2V5;71;162;33;1985-01-12;t o;MALE;Yes;Yes
52QO4SWY;72;192;65;1952-06-13;j o;MALE;No;No
869HASJH;66;192;25;1992-10-10;b o;FEMALE;Yes;No
FA8VM04Y;101;198;65;1952-09-27;j l;MALE;Yes;Yes
DBN7K9OO;97;193;76;1941-05-23;k l;MALE;Yes;No
82XZNAKE;77;178;64;1953-12-28;a l;FEMALE;Yes;No
Z6FIHN15;92;191;62;1955-02-23;c l;FEMALE;Yes;No
E8IMFS8J;70;161;14;2003-04-12;c l;FEMALE;Yes;Yes
CCWMYXU1;58;176;58;1959-10-20;j o;MALE;Yes;No
IA5UHN6H;62;177;32;1985-05-22;j g;MALE;Yes;Yes
1DH0BDVC;74;167;59;1958-12-14;k o;MALE;Yes;No
N771OHDY;65;175;53;1964-07-21;t o;MALE;No;Yes
8EDHK58Q;79;165;32;1985-02-15;k o;MALE;No;No
NAQ83QG3;95;196;53;1964-06-02;t g;MALE;No;Yes
84T3CPWA;57;184;45;1972-05-02;a g;FEMALE;No;Yes
WK8JALX9;118;198;66;1951-02-19;k g;MALE;Yes;No
XN2KTPFS;109;193;37;1981-01-22;j g;MALE;Yes;Yes
TSVHCZB0;96;183;74;1943-10-20;a o;FEMALE;No;No
69CXFAP0;85;165;63;1954-12-19;j o;MALE;No;Yes
JPZ7VL9V;89;166;71;1946-04-07;j l;MALE;No;No
XUQ8HGTZ;71;190;13;2004-12-07;j g;MALE;Yes;Yes
6X4X0TTG;81;177;45;1973-01-12;a o;FEMALE;Yes;Yes
RA1F8GNK;78;195;16;2001-10-21;t l;MALE;No;Yes
6RUUPO66;61;183;14;2003-10-21;b g;FEMALE;Yes;No
PV1M563Z;61;191;40;1977-05-14;b l;FEMALE;Yes;No
EGORP4NL;109;188;24;1993-10-27;j o;MALE;No;Yes
1VHJ3NFD;74;200;39;1978-11-28;a o;FEMALE;No;No
PGYBSP3J;89;184;32;1985-03-11;j o;MALE;Yes;No
C36JAJYG;94;177;74;1943-09-04;c g;FEMALE;Yes;No
K9FVDQSR;54;172;32;1985-09-05;t o;MALE;Yes;Yes
M75VJ2S1;80;172;12;2005-02-22;t l;MALE;No;Yes
698UN8P1;61;174;48;1969-09-16;b o;FEMALE;Yes;Yes
23IQY5CO;47;165;51;1966-05-24;t o;MALE;No;Yes
T30S8HNM;74;162;42;1975-11-01;t l;MALE;Yes;No
KAEW2CBX;50;161;56;1961-05-16;k g;MALE;Yes;Yes
3KNXE58Z;81;187;48;1969-03-01;a l;FEMALE;No;Yes
ACIBXGBW;70;176;56;1961-09-29;c o;FEMALE;Yes;No
E1JPUEWY;86;180;77;1940-06-22;t l;MALE;No;Yes
N0A3F559;90;175;77;1940-02-25;a l;FEMALE;No;No
1YUKOYV5;93;170;76;1941-12-12;t g;MALE;Yes;Yes
BLOMVWFB;119;200;34;1983-02-25;c o;FEMALE;Yes;Yes
E33V6AF9;101;200;70;1947-11-27;k l;MALE;Yes;Yes
20NAL5O3;71;179;64;1953-07-16;c o;FEMALE;No;No
IU5K5GZ3;90;199;70;1947-11-16;b g;FEMALE;No;Yes
92D50XV8;67;173;76;1941-09-19;b o;FEMALE;Yes;Yes
C1KWB9Q3;69;162;65;1952-05-14;b o;FEMALE;Yes;Yes
EKUV0B1B;99;191;54;1963-08-01;b g;FEMALE;Yes;No
7EHBGAYJ;62;160;28;1989-08-22;b g;FEMALE;Yes;Yes
124059HJ;89;186;11;2006-07-11;t o;MALE;Yes;Yes
SIPGU1M8;58;172;69;1948-03-18;k l;MALE;No;No
VUXZTZXK;95;183;73;1945-01-24;b o;FEMALE;No;No
PGY867LN;74;161;14;2003-03-04;t o;MALE;No;Yes
7O9VWP4F;83;184;59;1958-11-07;k l;MALE;No;No
2PUBPU1N;99;190;76;1941-07-28;k o;MALE;No;No
DL92CJJR;59;163;30;1987-03-05;t l;MALE;Yes;Yes
7QBOKZUG;82;194;10;2007-06-23;k o;MALE;Yes;No
Z995CZKK;50;169;18;1999-11-01;a o;FEMALE;No;Yes
42M00W9S;49;179;36;1981-04-20;a g;FEMALE;No;Yes
CNS1B042;77;181;23;1994-12-13;k g;MALE;No;No
EW9UF9YU;114;195;48;1969-12-25;c l;FEMALE;Yes;Yes
GK76KG5X;65;166;57;1960-06-29;a g;FEMALE;No;Yes
8HHV7222;98;199;53;1964-07-02;b l;FEMALE;Yes;Yes
AWEYXL12;114;199;34;1983-03-07;b l;FEMALE;No;Yes
JLXTUUQM;81;191;44;1973-05-22;t l;MALE;Yes;No
TRCTFYTU;84;164;49;1968-11-21;a l;FEMALE;No;No
MTEAD4JT;80;173;75;1942-03-31;b g;FEMALE;Yes;No
S9352YOD;100;198;70;1947-11-17;j o;MALE;Yes;No
3DX5A4HI;79;197;54;1964-01-05;k g;MALE;Yes;No
3GTAFM6Z;77;187;45;1972-06-03;k o;MALE;Yes;No
D6HQP1HO;71;179;70;1947-07-12;k l;MALE;Yes;No
OKU60AQ7;95;186;29;1988-07-28;k l;MALE;Yes;Yes
DR7HDYNI;72;166;63;1954-05-02;a l;FEMALE;No;No
3WOKSF5M;112;187;36;1981-12-20;t l;MALE;No;Yes
IUPBKWTR;105;188;53;1964-04-23;a g;FEMALE;No;No
VPURPWTV;68;165;44;1974-01-15;k l;MALE;Yes;No
LJOPBEME;90;173;51;1966-08-19;b o;FEMALE;No;Yes
RCBRGFVG;30;160;23;1994-10-21;b o;FEMALE;Yes;Yes
QBJBNEX5;87;173;10;2007-06-15;j g;MALE;Yes;Yes
7JT5POE2;49;170;26;1991-04-02;c l;FEMALE;No;Yes
EGTPMLOO;48;173;53;1964-10-31;a g;FEMALE;No;No
EKAUHGE0;85;176;69;1948-11-30;t l;MALE;No;No
N6JAPLQI;90;192;43;1974-12-21;t o;MALE;Yes;Yes
2MBB7YNB;84;187;77;1940-05-02;t l;MALE;No;Yes
G657OR2H;89;192;10;2007-10-15;t o;MALE;No;Yes
VIG1488L;73;171;60;1958-01-05;b l;FEMALE;Yes;Yes
JZHVEU6X;67;192;71;1946-08-26;b l;FEMALE;No;Yes
OUETS5TG;54;161;56;1961-05-16;b g;FEMALE;Yes;Yes
X0OCN9AS;113;196;67;1950-09-15;j g;MALE;Yes;Yes
KQ1V7BU3;57;170;25;1992-04-05;j g;MALE;Yes;No
6N0ZSJF2;77;171;61;1956-12-21;c o;FEMALE;Yes;Yes
4XZDX8HI;55;165;61;1956-07-18;a g;FEMALE;Yes;No
RI8F701S;95;167;76;1941-02-14;k l;MALE;Yes;Yes
CG8WN01D;107;195;51;1966-08-22;t g;MALE;Yes;Yes
3SWCTGDG;103;197;54;1964-01-04;b o;FEMALE;No;No
UK54GKAS;67;189;8;2009-11-20;a g;FEMALE;No;No
0ZQR7YOE;52;172;33;1984-09-04;c g;FEMALE;No;Yes
SUUVIE3Z;68;188;17;2000-06-03;b g;FEMALE;No;No
3NLNI1VM;81;167;21;1996-07-20;a o;FEMALE;No;No
HE4LRBHI;64;191;24;1993-07-10;a l;FEMALE;Yes;No
83SGV96C;73;165;60;1957-07-30;t l;MALE;No;Yes
8ED3522P;70;174;24;1993-07-06;c o;FEMALE;No;Yes
GXSQWLQP;50;161;60;1957-05-08;c l;FEMALE;Yes;No
TENVETB7;65;194;43;1974-07-20;a g;FEMALE;Yes;Yes
TU8DM1RT;82;187;73;1945-01-10;c o;FEMALE;No;No
ZUL1LZZT;87;188;64;1953-07-17;j g;MALE;No;No
2WWTUCRS;56;180;76;1941-06-19;a g;FEMALE;Yes;No
PLU3S12N;85;182;45;1972-12-15;t l;MALE;Yes;No
5IRAXQYV;93;189;70;1947-09-29;a l;FEMALE;No;Yes
MTK81WFB;88;178;18;1999-12-20;k l;MALE;No;No
4B5O8TGQ;99;186;37;1980-06-29;t o;MALE;Yes;No
UOZM6CFG;107;184;24;1993-10-28;j o;MALE;No;Yes
5WR2LEBZ;94;196;64;1953-06-03;j l;MALE;No;Yes
RO9R6PC0;77;190;11;2006-10-02;b o;FEMALE;No;No
B8QISK7I;93;181;52;1965-05-18;a l;FEMALE;No;Yes
9H0EASGV;72;164;25;1993-01-04;k o;MALE;Yes;No
3YC5R6SE;72;167;12;2005-07-23;k g;MALE;No;Yes
2945SI4Q;103;182;59;1958-07-04;k o;MALE;Yes;Yes
SSC2W40D;76;181;56;1961-10-15;k l;MALE;Yes;Yes
0EE64TE0;81;180;23;1995-01-20;c g;FEMALE;Yes;No
8OLZYD3V;78;175;14;2003-12-15;k l;MALE;Yes;Yes
756BBT8O;96;171;75;1943-01-22;t l;MALE;Yes;Yes
DEN1LG6U;83;165;37;1980-11-05;t o;MALE;No;No
C7ZWZZ3L;52;164;31;1986-07-02;j l;MALE;No;Yes
5BV6JMOX;94;178;29;1988-05-08;c o;FEMALE;Yes;Yes
5M60A65R;81;172;27;1990-12-06;a l;FEMALE;Yes;No
GURDCPXC;76;172;38;1979-10-05;k l;MALE;No;No
RRGL0T8A;88;167;63;1954-04-06;k l;MALE;No;Yes
PCSNRP3K;115;189;31;1986-09-05;k o;MALE;No;Yes
VGTIWT1Y;91;188;39;1979-01-12;j o;MALE;No;Yes
5U0QS18U;62;182;67;1950-12-18;j l;MALE;No;No
6AYRCQFM;67;173;38;1979-10-28;c g;FEMALE;No;Yes
H1GDX2W0;45;163;19;1998-08-16;c o;FEMALE;Yes;No
YB9FNPMH;91;168;74;1943-09-04;t l;MALE;No;Yes
NNFGH5K1;85;195;65;1952-09-06;b g;FEMALE;No;No
NFCZTM1A;86;184;25;1993-01-19;a g;FEMALE;No;No
U0MVKNK3;63;162;75;1942-09-16;k l;MALE;Yes;Yes
RM693AX2;78;189;67;1950-07-04;t l;MALE;No;No
3PVEHBUJ;123;197;30;1987-04-09;j l;MALE;Yes;No
R7IDHX8W;68;177;73;1944-05-10;c o;FEMALE;Yes;Yes
9S7SBX1Z;97;187;72;1945-07-24;k g;MALE;No;Yes
P9N3787D;70;196;29;1988-08-23;c g;FEMALE;Yes;Yes
3HPVD70D;84;176;58;1959-04-28;c o;FEMALE;No;Yes
P4RAOILH;94;165;20;1997-06-16;j o;MALE;Yes;No
DI9ASYY5;100;191;72;1945-12-12;t o;MALE;Yes;No
WBG2V132;83;186;8;2009-06-19;c g;FEMALE;No;No
V9E8ST8L;82;165;43;1974-07-06;a o;FEMALE;Yes;Yes
4INGPXUV;48;170;70;1947-07-12;c o;FEMALE;No;No
AHC6NGE5;114;188;22;1996-01-30;t g;MALE;Yes;No
FJOW5IPT;34;164;8;2009-09-25;a g;FEMALE;No;No
URJN6WIS;72;186;8;2009-07-01;j l;MALE;No;No
4SCP9CGU;80;185;70;1947-03-10;k g;MALE;No;No
ZZVSN84C;86;160;41;1976-04-02;t o;MALE;No;No
XM0YV56W;58;160;35;1982-11-07;j o;MALE;Yes;No
8KRTAGXG;69;176;47;1971-01-22;b l;FEMALE;No;Yes
WE41HGTU;107;196;63;1954-11-10;c l;FEMALE;No;Yes
KURW06L4;59;171;69;1948-12-24;k o;MALE;No;No
E2DA2VIO;53;171;76;1942-01-14;c g;FEMALE;No;Yes
H2V0O0D2;50;165;65;1952-10-02;t g;MALE;Yes;No
GONFSCQH;43;166;24;1993-05-19;c o;FEMALE;No;Yes
ZGUYHQQ9;89;171;43;1974-03-06;t o;MALE;No;No
VCXP864C;104;174;34;1983-09-12;k l;MALE;Yes;No
ST782SDG;77;189;25;1992-11-20;j o;MALE;No;No
K814H4PX;78;160;10;2008-02-08;t g;MALE;Yes;No
RDSWMOYA;91;194;73;1944-04-11;k o;MALE;No;Yes
GMXL6JZV;78;164;36;1981-08-26;k l;MALE;Yes;No
FSVOTMEB;96;199;24;1993-03-20;t o;MALE;No;Yes
LBU2GM8F;99;178;65;1952-08-04;k l;MALE;Yes;Yes
RKW7YRTW;43;162;66;1951-08-07;t l;MALE;No;No
K1WVAOS9;74;180;38;1979-04-29;j g;MALE;Yes;Yes
TSNPK4H5;60;172;20;1997-02-12;b l;FEMALE;No;Yes
IG3P13NL;107;183;12;2005-07-09;k o;MALE;No;No
6TV2A2ET;72;186;22;1995-07-04;b g;FEMALE;No;Yes
P3LXOQC5;75;188;24;1993-09-14;b g;FEMALE;Yes;No
UVPDVOKR;111;192;77;1940-05-27;b l;FEMALE;Yes;No
4MI8U78C;82;181;71;1946-07-11;t g;MALE;No;No
5NFRNP1P;89;177;71;1946-03-05;k g;MALE;No;Yes
6OS7O7QZ;97;184;8;2009-08-09;b g;FEMALE;No;Yes
WXDPCLXN;50;161;12;2005-05-08;j o;MALE;Yes;No
S5H45R11;51;168;19;1998-05-02;b o;FEMALE;No;Yes
6M14ZN0Z;108;193;42;1975-08-14;j g;MALE;Yes;No
ZOLUM0IZ;119;199;39;1978-12-12;j g;MALE;Yes;No
01FV9JOH;79;196;72;1945-05-01;a g;FEMALE;Yes;No
SL6Z6XNB;65;182;23;1995-01-29;b o;FEMALE;No;Yes
MPEW7D18;97;180;25;1993-01-17;k g;MALE;Yes;Yes
L2IZ7S63;59;183;25;1993-02-10;c l;FEMALE;No;No
0SZ3NASY;115;188;54;1963-04-09;j o;MALE;Yes;Yes
P4W4OK4D;76;167;76;1941-02-28;b l;FEMALE;Yes;No
30OXHXDH;61;160;32;1985-06-13;c l;FEMALE;No;No
02SB6AFK;103;193;73;1944-12-19;a g;FEMALE;No;Yes
EO3PK62Z;119;195;30;1987-11-26;k o;MALE;No;No
XRJXCIPO;84;190;64;1953-12-26;c l;FEMALE;No;No
6I03J6YG;92;173;54;1963-07-09;k g;MALE;Yes;No
R3TYS9VO;89;170;27;1991-01-21;b g;FEMALE;No;No
RPK4K9BL;106;197;54;1963-09-03;a l;FEMALE;Yes;Yes
2P0VCGG2;40;165;19;1998-03-29;a o;FEMALE;No;No
DNTA5PL0;57;160;32;1985-02-14;k o;MALE;Yes;Yes
BCA65MS0;61;168;19;1998-07-17;a g;FEMALE;Yes;No
0FFVMJXK;74;164;44;1974-01-25;t l;MALE;No;No
81CF4HNF;81;184;44;1973-09-28;c g;FEMALE;No;Yes
D3BU9LJV;95;171;12;2005-04-14;j l;MALE;Yes;No
6AQBKOZN;82;185;12;2005-09-22;j l;MALE;Yes;No
R57RCJ9A;80;200;62;1955-03-23;t l;MALE;Yes;No
YBOWVOIV;87;165;39;1978-11-27;j l;MALE;Yes;Yes
JKK9ME3U;100;183;77;1940-10-06;c l;FEMALE;No;Yes
PJ4XZMAW;66;184;72;1945-02-15;a g;FEMALE;Yes;Yes
LY1QT21V;116;191;59;1958-08-25;j g;MALE;No;Yes
CJN1HAJ5;90;199;35;1982-03-15;t g;MALE;Yes;No
AEYGVQ5J;82;191;12;2005-05-02;a g;FEMALE;Yes;No
1O4N2CLR;111;182;69;1948-06-24;t g;MALE;No;Yes
1JE4XBJJ;58;169;19;1998-10-16;t l;MALE;No;No
XBL6X1K1;98;200;76;1941-10-28;k g;MALE;No;No
EPX24E3S;70;168;67;1950-06-29;c l;FEMALE;Yes;Yes
KNMX0XRR;100;180;17;2000-09-25;t o;MALE;No;Yes
FA8XTDBT;55;169;29;1988-06-30;a g;FEMALE;Yes;Yes
980JGDII;58;176;65;1952-11-03;j o;MALE;Yes;No
6XDMS8FY;72;199;69;1948-10-11;b g;FEMALE;No;No
8CGJXHDO;87;194;77;1940-09-18;c o;FEMALE;Yes;No
4J3SPFC9;67;168;65;1952-07-04;t o;MALE;No;Yes
RTYV8273;66;170;44;1973-10-04;t g;MALE;Yes;Yes
BGHJJQE5;126;199;25;1992-07-24;j g;MALE;Yes;No
QBR3BWXD;95;180;43;1974-03-20;j g;MALE;Yes;Yes
C97P4YFQ;96;178;22;1996-01-21;k g;MALE;No;No
ZDW9XMPK;78;187;59;1958-08-14;a o;FEMALE;No;No
9ZJJLD2Y;57;170;53;1964-10-03;a l;FEMALE;Yes;No
CS55KWVB;68;195;75;1942-10-27;c o;FEMALE;Yes;No
ADKY3K1O;110;199;71;1946-03-07;a g;FEMALE;No;No
S8G16Z0M;102;200;65;1952-07-03;k g;MALE;No;No
FWYVSDWZ;79;164;74;1943-08-16;t l;MALE;Yes;Yes
FHKL1PEV;42;162;18;1999-08-09;b o;FEMALE;No;No
59GDCEWN;87;188;59;1958-04-03;c o;FEMALE;No;Yes
BA2I46Q6;66;181;63;1955-02-05;b l;FEMALE;No;Yes
74MBP29G;46;164;65;1953-01-14;c o;FEMALE;Yes;No
8US2KFBR;55;173;52;1965-06-13;a o;FEMALE;Yes;Yes
9TKFGEDK;102;175;30;1987-07-22;t g;MALE;Yes;No
LLQ9O0P4;113;200;72;1946-01-23;b o;FEMALE;No;Yes
XTT7IO0D;113;200;55;1962-07-05;j o;MALE;Yes;Yes
L68GU1W9;114;200;33;1984-07-05;k g;MALE;No;Yes
PS2PGOVE;82;177;55;1962-07-05;k l;MALE;Yes;Yes
CM3CKNYP;45;165;70;1947-09-08;j l;MALE;No;No
BG9ZO2HK;75;181;59;1958-09-29;b g;FEMALE;No;No
W21UTZ5P;93;174;66;1951-06-29;c l;FEMALE;No;No
63FIBOHX;99;198;57;1960-12-21;b o;FEMALE;Yes;No
XWSB2LRG;75;190;10;2007-07-17;c l;FEMALE;Yes;Yes
3F3XT3NF;105;193;21;1996-08-02;c g;FEMALE;Yes;No
U98SAT1Y;62;188;36;1981-03-03;a l;FEMALE;No;Yes
ESSI8PBC;108;198;33;1984-07-19;t g;MALE;No;No
R2RYBN6Z;74;172;68;1949-12-27;t g;MALE;No;Yes
JVKIABER;110;199;22;1995-07-16;j o;MALE;Yes;Yes
DLJL2950;68;182;52;1965-10-30;c l;FEMALE;No;No
P0DKGVXN;51;161;75;1942-11-04;k l;MALE;Yes;Yes
HSWNKMBJ;52;162;36;1981-04-08;b o;FEMALE;No;Yes
JNED9T00;92;181;41;1976-11-24;b g;FEMALE;Yes;No
1KRTW8JI;88;174;49;1968-10-06;j g;MALE;Yes;Yes
E84ZL4DK;68;175;33;1984-05-12;j l;MALE;No;Yes
QDPNB5W8;88;168;77;1940-09-21;a o;FEMALE;No;Yes
1AB1GD76;106;191;70;1947-12-22;c l;FEMALE;Yes;Yes
H36FP480;92;181;42;1975-04-24;b l;FEMALE;No;Yes
UADOV2G6;95;197;68;1949-03-21;a g;FEMALE;Yes;Yes
4641543C;48;167;72;1945-09-12;c g;FEMALE;No;Yes
37S27FOT;85;175;31;1986-12-18;k l;MALE;Yes;No
BFUU5EPX;51;164;9;2008-11-09;b g;FEMALE;No;No
APPDMZ0S;94;165;64;1953-08-15;t g;MALE;No;Yes
RLLTXDIF;88;190;43;1974-12-07;c o;FEMALE;Yes;Yes
67EVH2GO;80;160;15;2002-07-16;c g;FEMALE;Yes;Yes
JGBBK446;70;190;10;2007-07-01;j g;MALE;Yes;No
GZDQOQE6;48;170;52;1965-09-30;a g;FEMALE;No;Yes
2X85Q1LO;108;190;11;2006-06-01;c g;FEMALE;Yes;Yes
BTR8YLQ7;37;161;30;1987-09-05;b l;FEMALE;Yes;No
Y0CHL7MS;65;195;67;1950-06-04;a l;FEMALE;No;No
2HNNR4XN;61;164;70;1947-04-18;k o;MALE;Yes;No
93DQG0IK;56;183;66;1951-08-17;a g;FEMALE;No;No
9GL05OQ0;86;165;10;2007-06-26;k g;MALE;No;No
GBI3SH6H;110;197;13;2004-06-21;a o;FEMALE;Yes;No
0IKFGRKM;57;168;33;1984-11-13;k l;MALE;Yes;No
BJ97ZBS5;48;161;46;1971-11-01;a g;FEMALE;No;No
DSL8YIN4;73;168;40;1977-04-07;k o;MALE;No;No
K9QDC7OR;88;170;18;1999-04-28;t g;MALE;Yes;Yes
DAE9PRZG;107;189;30;1987-04-25;t g;MALE;Yes;No
82YRU0QF;90;197;24;1993-03-07;c g;FEMALE;Yes;Yes
GSKHWJL2;81;187;17;2001-01-27;a l;FEMALE;Yes;Yes
D562D4YU;87;176;49;1968-04-16;a o;FEMALE;No;No
6JAQY4MS;57;163;23;1994-05-11;k l;MALE;No;Yes
VHYU413A;94;176;9;2008-10-31;k l;MALE;No;Yes
VG41KZQ9;65;180;9;2008-09-10;c g;FEMALE;Yes;No
PAOX6YIH;96;177;34;1983-08-24;c l;FEMALE;Yes;No
HY2SF6Z5;72;163;29;1988-04-24;t l;MALE;Yes;Yes
PSIG1B1Q;63;188;26;1991-08-11;b g;FEMALE;Yes;No
HNVYNXKD;88;199;36;1981-07-06;t l;MALE;No;No
ZXGNE740;66;187;31;1987-01-25;b g;FEMALE;No;Yes
MJBZ3JJI;122;199;73;1944-09-27;j o;MALE;No;Yes
7MC05N0O;62;188;27;1990-12-07;c g;FEMALE;No;Yes
IDMVROKM;82;176;35;1982-12-26;a o;FEMALE;No;Yes
ZLXZ6XZ2;66;181;10;2008-01-14;b o;FEMALE;Yes;No
SJVF9JO0;127;198;36;1981-03-26;k g;MALE;Yes;Yes
ZY9TQ7I2;68;174;59;1958-03-05;k l;MALE;Yes;No
D2YT1GZR;105;193;39;1978-11-12;k g;MALE;No;No
2GNR0OLF;60;173;56;1961-09-24;b o;FEMALE;Yes;No
G4V7UPGA;51;164;38;1979-10-31;b l;FEMALE;No;No
AWR3PUDM;99;195;59;1958-08-13;b l;FEMALE;No;No
2KEVVK0B;84;196;8;2009-08-26;j g;MALE;Yes;No
OCLLPZHZ;37;165;11;2006-11-02;c o;FEMALE;Yes;Yes
V49RBUBR;90;181;62;1956-02-04;b g;FEMALE;Yes;Yes
IGQUWMJL;86;194;63;1955-01-06;j o;MALE;No;No
47LGUCKM;53;169;34;1983-08-24;j g;MALE;Yes;No
0YKZRAJC;78;169;51;1966-07-25;t o;MALE;Yes;No
3CY1JPOY;81;192;20;1997-07-26;k l;MALE;No;Yes
LSAP1OG1;77;194;48;1969-09-18;t o;MALE;No;No
3Z7X80VG;58;181;8;2009-07-21;b o;FEMALE;No;Yes
Z3XWFWZJ;82;197;76;1941-11-05;b o;FEMALE;No;Yes
MUWBE8ZG;79;170;12;2005-11-16;t g;MALE;Yes;Yes
FXM79B76;99;173;40;1977-10-23;t o;MALE;Yes;Yes
1KHVRBWV;85;172;58;1959-06-28;c o;FEMALE;No;Yes
ZB2TFDRI;66;177;65;1952-11-21;t o;MALE;Yes;No
WX8A2PZZ;60;176;43;1974-05-20;a l;FEMALE;Yes;No
AHHOPZGG;49;164;57;1960-04-24;c l;FEMALE;Yes;No
WS37N0X5;56;167;59;1958-02-12;a g;FEMALE;Yes;Yes
4SXCG0TQ;103;186;76;1941-06-11;t o;MALE;No;Yes
SJSRLTT4;82;160;23;1995-02-03;t o;MALE;Yes;No
124V32LI;68;174;18;1999-04-22;c l;FEMALE;Yes;Yes
PFKPZ75N;110;190;64;1953-10-01;c o;FEMALE;Yes;No
26QIKT6I;94;198;27;1991-01-27;a l;FEMALE;No;Yes
JHLD0IF5;91;193;13;2004-12-20;j g;MALE;No;No
31T5L65J;71;164;18;1999-06-15;b o;FEMALE;Yes;Yes
AMLNZ755;96;197;68;1949-06-19;k g;MALE;Yes;Yes
S981WFV1;109;181;64;1953-05-23;k g;MALE;No;Yes
N8HG4PXB;59;160;62;1956-01-22;c o;FEMALE;No;Yes
06DKR8B8;62;162;15;2002-11-19;k o;MALE;No;No
P6JUAWJ4;71;190;43;1974-06-01;a o;FEMALE;Yes;No
XO3EHIIF;96;188;75;1943-01-16;k o;MALE;Yes;No
83P7ZBD8;88;198;43;1974-12-21;a o;FEMALE;Yes;No
OXYOKDQF;38;168;77;1940-06-01;b l;FEMALE;No;No
PXGLCEFA;109;194;42;1975-08-23;a g;FEMALE;No;No
Q2ANA15J;92;195;62;1955-05-21;b l;FEMALE;No;No
DMJ9BRYL;50;165;64;1953-03-07;c l;FEMALE;Yes;Yes
8MOX9J0K;53;183;46;1971-03-25;b g;FEMALE;No;No
I0U38Z9N;100;186;34;1983-04-18;b o;FEMALE;Yes;Yes
LW6HZCW5;104;190;22;1995-07-17;a o;FEMALE;No;No
QOOBH9WK;70;180;54;1963-05-10;c l;FEMALE;Yes;No
B4F1SGXR;87;196;8;2009-04-17;c g;FEMALE;Yes;Yes
5PQKR0KU;77;162;63;1954-02-26;c l;FEMALE;Yes;No
MG0E73V5;71;181;77;1940-02-12;t o;MALE;Yes;Yes
QSMV3C46;95;200;44;1973-10-05;k l;MALE;No;No
YMMH5X87;88;173;63;1955-02-10;k l;MALE;No;No
RMQJ6OS4;93;199;27;1990-08-17;k o;MALE;Yes;No
SBQYUWXT;47;160;28;1989-05-26;a o;FEMALE;Yes;No
FAN5MSTD;61;177;73;1944-11-20;b g;FEMALE;No;No
28C4BR90;78;171;60;1957-07-30;a g;FEMALE;No;No
QUEGFZC3;70;185;71;1946-08-26;b o;FEMALE;Yes;No
DBAEZ3TA;79;170;47;1970-12-22;k g;MALE;No;Yes
S6JT7WG5;110;187;56;1961-04-22;t o;MALE;Yes;No
LHRX2L3X;109;195;66;1951-02-24;k o;MALE;No;No
ZYP3RRGR;102;190;29;1988-07-07;c l;FEMALE;Yes;Yes
150ZUX7Z;57;185;8;2009-04-04;a l;FEMALE;Yes;No
9V8I1FFI;98;191;22;1995-12-04;c o;FEMALE;Yes;Yes
GAZDPUAH;95;195;53;1964-04-30;t o;MALE;No;No
NL0UW82F;67;169;38;1979-07-04;t o;MALE;No;Yes
MFN2IVVA;86;185;32;1985-06-11;c l;FEMALE;No;No
1S8V8MMG;73;191;67;1950-05-03;c l;FEMALE;No;No
9DYQQF8C;86;177;39;1978-04-10;c l;FEMALE;Yes;Yes
XMSQZFCZ;118;188;54;1963-05-09;t l;MALE;Yes;No
PP4VJFGH;36;162;70;1947-05-30;a g;FEMALE;No;No
4D4XMR8L;89;190;53;1964-03-12;k g;MALE;No;No
HH9RKY4U;102;188;44;1973-08-22;b g;FEMALE;Yes;Yes
LWSPAQIV;47;173;35;1982-10-27;a g;FEMALE;No;No
TN4KR65A;93;177;33;1984-12-03;t o;MALE;No;No
N2AQKJDP;46;162;25;1992-06-27;t l;MALE;Yes;Yes
FRBUB3HY;113;197;29;1988-11-14;b l;FEMALE;No;Yes
24GONLC2;115;191;24;1993-02-27;j g;MALE;No;Yes
M4L5GQNT;104;177;63;1954-03-04;k l;MALE;No;No
MUBR9OKT;67;179;74;1943-10-07;j g;MALE;Yes;Yes
IATGUMN0;102;191;74;1943-12-28;t l;MALE;No;Yes
05YAIBMR;84;200;16;2001-05-05;k o;MALE;No;No
I0WM7G7A;95;170;49;1968-09-12;t g;MALE;Yes;Yes
KPX6PUM2;57;180;49;1968-07-22;a l;FEMALE;No;No
LAVUD19J;71;191;45;1972-12-07;j l;MALE;Yes;Yes
AE7I6K56;88;164;19;1998-12-23;k g;MALE;No;Yes
